,Task_4_train_loss,Task_1_best_val_acc,metric_prototypes_sim,Task2Vec_Task_2_next_train_acc,metric_entropy_ratio,all_iid_accs,Task_0_val_acc,metric_wass_dist,Task_3_best_val_loss,Task_3_val_acc,metric_final_norm_old,metric_max_logit_diff,Task2Vec_Task_4_next_train_acc,Task2Vec_Task_2_prev_train_acc,Task2Vec_Task_3_prev_train_acc,all_cl_accs,Task_1_val_loss,metric_all_norm_new,Task_0_best_val_loss,metric_entropy_diff,metric_subspace_overlap,Task2Vec_Task_1_prev_train_acc,Task_2_best_val_acc,Task_1_best_val_loss,Task_2_best_val_loss,Task_1_train_acc,Task_4_train_acc,Task_0_train_loss,metric_all_norm_old,Task_2_val_loss,Task_4_val_loss,Task_1_train_loss,Task_4_best_val_acc,all_fgts,mean_iid_acc,Task_2_val_acc,Task_0_val_loss,metric_task2vec_final_layer,Task_4_best_val_loss,Task_0_train_acc,Task_3_train_acc,Task_3_best_val_acc,metric_trace_overlap,metric_all_norm_sims,Task_3_train_loss,Task2Vec_Task_4_prev_train_acc,metric_max_prob_diff,metric_final_norm_new,metric_final_norm_sims,metric_max_logit_ratio,mean_fgt,Task_1_val_acc,Task_4_val_acc,Task2Vec_Task_1_next_train_acc,cl_acc,Task_3_val_loss,metric_task2vec_all_layers,Task_2_train_acc,Task_0_best_val_acc,metric_max_prob_ratio,Task2Vec_Task_3_next_train_acc,metric_kl_div,Task_2_train_loss,lr,init,seed,mixup,model,optim,wandb,dataset,metrics,n_tasks,val_all,momentum,patience,task2vec,head_type,multihead,batch_size,domain_inc,mixup_type,no_masking,num_epochs,pretrained,results_dir,mixup_lambda,save_results,freeze_features,save_embeddings,sweep_overwrite,task2vec_epochs,n_classes_per_task,replay_size_per_class,save_feature_extractor,task2vec_combined_head,task2vec_fisher_with_test,name,distortions,mean_transfer,all_transfers,task_idx
0,0.6835720104119174,0.4399789571762085,0.4672881555114683,0.5325704216957092,1.2989686854958089e-18,"[0.4388671815395355, 0.4354492127895355, 0.5313476324081421, 0.4237304627895355, 0.3843750059604645]",0.5552884340286255,0.12295815330525607,2.4651073217391968,0.41526442766189575,0.925597648520162,0.4867593971346219,0.4808318316936493,0.7728548049926758,0.999842405319214,0.4384765625,2.602329045534134,8.224606391733497e-06,1.8299928605556488,0.6678189760340935,0.9548150030132889,0.6134902834892273,0.5322265625,2.035074010491371,2.1051014363765717,0.9997902512550354,0.894390881061554,0.0009796474088790078,1.076557368863539e-05,2.1051014363765717,3.4221300184726715,0.0029894789155797672,0.4015174210071564,-0.002636730670928955,0.4427538990974426,0.5322265625,2.6057993471622467,0.8635389202713719,2.6186717748641968,1.0,0.99966698884964,0.4267578125,0.962207019329071,0.7090585407997452,0.00868367447563615,0.9997291564941406,0.35937009948202164,0.6549865565400333,0.6074390465364532,0.072844911732372,0.010009758174419405,0.5197566151618958,0.31377702951431274,0.3977332711219787,0.4347460925579071,2.543597400188446,0.9816410428245889,0.9997590184211732,0.4443359375,0.2204635329788702,0.4848811626434326,2.8597399313901135e-08,0.005628782874260442,0.01,False,2,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,588849d6f9f4f043a6738eb9db663779_4lvei0o4,,0.03623045682907111,-0.008007824420928955,1.0
1,0.6835720104119174,0.4399789571762085,0.638422055134076,0.5325704216957092,1.265528768892685e-18,"[0.4388671815395355, 0.4354492127895355, 0.5313476324081421, 0.4237304627895355, 0.3843750059604645]",0.5552884340286255,0.14895608145704056,2.4651073217391968,0.41526442766189575,0.9336702656574444,0.4869661634509496,0.4808318316936493,0.7728548049926758,0.999842405319214,0.5079752504825592,2.602329045534134,1.528855846778085e-05,1.8299928605556488,0.6623098376373999,0.8538864325995926,0.6134902834892273,0.5322265625,2.035074010491371,2.1051014363765717,0.9997902512550354,0.894390881061554,0.0009796474088790078,1.9722275016746262e-05,2.1051014363765717,3.4221300184726715,0.0029894789155797672,0.4015174210071564,-0.05913086235523224,0.4427538990974426,0.5322265625,2.6057993471622467,0.8790534845530679,2.6186717748641968,1.0,0.99966698884964,0.4267578125,0.9322283267974854,0.7554466724741362,0.00868367447563615,0.9997291564941406,0.3585813124467462,0.6445514521357762,0.625078310165868,0.06623804688390421,0.010009758174419405,0.5197566151618958,0.31377702951431274,0.3977332711219787,0.4347460925579071,2.543597400188446,0.9933885300265798,0.9997590184211732,0.4443359375,0.20650072724443233,0.4848811626434326,2.4883375172690376e-08,0.005628782874260442,0.01,False,2,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,588849d6f9f4f043a6738eb9db663779_4lvei0o4,,0.03623045682907111,0.10253903269767761,2.0
2,0.6835720104119174,0.4399789571762085,0.44679768309258616,0.5325704216957092,1.6226613173457456e-20,"[0.4388671815395355, 0.4354492127895355, 0.5313476324081421, 0.4237304627895355, 0.3843750059604645]",0.5552884340286255,0.13884356913537643,2.4651073217391968,0.41526442766189575,0.9066874631865541,0.49547153723166926,0.4808318316936493,0.7728548049926758,0.999842405319214,0.46845702826976776,2.602329045534134,2.0852242223200275e-05,1.8299928605556488,0.2835427793088833,0.8149554391356845,0.6134902834892273,0.5322265625,2.035074010491371,2.1051014363765717,0.9997902512550354,0.894390881061554,0.0009796474088790078,6.549103315371077e-07,2.1051014363765717,3.4221300184726715,0.0029894789155797672,0.4015174210071564,-0.01481120785077413,0.4427538990974426,0.5322265625,2.6057993471622467,0.9423756829693622,2.6186717748641968,1.0,0.99966698884964,0.4267578125,0.940085470676422,0.8565836478249066,0.00868367447563615,0.9997291564941406,0.7240820626980047,0.6317100032731453,0.7702288267033108,0.11309576456535456,0.010009758174419405,0.5197566151618958,0.31377702951431274,0.3977332711219787,0.4347460925579071,2.543597400188446,0.9834259671097427,0.9997590184211732,0.4443359375,0.3954132096949137,0.4848811626434326,1.4818808401394205e-08,0.005628782874260442,0.01,False,2,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,588849d6f9f4f043a6738eb9db663779_4lvei0o4,,0.03623045682907111,0.030468732118606567,3.0
3,0.6835720104119174,0.4399789571762085,0.491811291829498,0.5325704216957092,2.0217580295368302e-20,"[0.4388671815395355, 0.4354492127895355, 0.5313476324081421, 0.4237304627895355, 0.3843750059604645]",0.5552884340286255,0.11139845844305543,2.4651073217391968,0.41526442766189575,0.906774949813683,0.4954150036869219,0.4808318316936493,0.7728548049926758,0.999842405319214,0.4347460925579071,2.602329045534134,2.46047329678334e-05,1.8299928605556488,0.10167610042535048,0.8268687328428678,0.6134902834892273,0.5322265625,2.035074010491371,2.1051014363765717,0.9997902512550354,0.894390881061554,0.0009796474088790078,6.041214380863125e-07,2.1051014363765717,3.4221300184726715,0.0029894789155797672,0.4015174210071564,0.010009758174419405,0.4427538990974426,0.5322265625,2.6057993471622467,0.9278855631956456,2.6186717748641968,1.0,0.99966698884964,0.4267578125,0.9436149597167968,0.9204245645204732,0.00868367447563615,0.9997291564941406,0.8321399104760815,0.6337716703330397,0.7537572523645653,0.12249305095555268,0.010009758174419405,0.5197566151618958,0.31377702951431274,0.3977332711219787,0.4347460925579071,2.543597400188446,0.9889419298908786,0.9997590184211732,0.4443359375,0.5126433991271936,0.4848811626434326,1.559839883006955e-08,0.005628782874260442,0.01,False,2,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,588849d6f9f4f043a6738eb9db663779_4lvei0o4,,0.03623045682907111,0.05615234375,4.0
4,0.011497854717153635,0.3031099736690521,0.5483716383303625,0.42447182536125183,1.1851298801791018e-18,"[0.40966796875, 0.3065429627895355, 0.34941405057907104, 0.49824219942092896, 0.47314453125]",0.5075871348381042,0.15022309425990657,2.1784034222364426,0.47979265451431274,0.9280858921104626,0.48738336010940797,0.5844190120697021,0.5621313452720642,0.7720746994018555,0.3277343660593033,2.9855439960956573,7.1764944899201595e-06,2.035834774374962,0.6350817629370195,0.9623016239863185,0.704929530620575,0.32549577951431274,2.486069977283478,2.644569218158722,0.9996179938316344,0.999551236629486,0.0005813094440513146,8.85617457643845e-06,2.7412642538547516,2.686352878808975,0.003712498060202589,0.470703125,0.060742199420928955,0.4074023425579071,0.4232271611690521,3.0075657665729523,0.918266787819674,2.3050266206264496,1.0,0.9838277697563172,0.5056340098381042,0.9556585550308228,0.7094152734059375,0.13437324537605536,0.9997603893280028,0.40225964408041387,0.6499084712278199,0.6845867554365025,0.07590707669188697,-0.02048339694738388,0.41766828298568726,0.4646935164928436,0.37442782521247864,0.4237890601158142,2.5824111104011536,0.9896567760583921,0.9997590184211732,0.42217546701431274,0.2417717368693894,0.5440360903739929,1.7171885961911142e-08,0.0060043287338352545,0.01,False,1,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,ead1c0b8053ee2f38e5b959135e10f1f_4b7xy1nf,,0.0,0.0,1.0
5,0.011497854717153635,0.3031099736690521,0.6860669403947848,0.42447182536125183,1.4056346034780974e-18,"[0.40966796875, 0.3065429627895355, 0.34941405057907104, 0.49824219942092896, 0.47314453125]",0.5075871348381042,0.12993887840663038,2.1784034222364426,0.47979265451431274,0.9420690481374002,0.48648236184149285,0.5844190120697021,0.5621313452720642,0.7720746994018555,0.3465820252895355,2.9855439960956573,1.709553290521069e-05,2.035834774374962,0.6936008989172637,0.9480714974509817,0.704929530620575,0.32549577951431274,2.486069977283478,2.644569218158722,0.9996179938316344,0.999551236629486,0.0005813094440513146,1.8072860894210658e-05,2.7412642538547516,2.686352878808975,0.003712498060202589,0.470703125,0.012939453125,0.4074023425579071,0.4232271611690521,3.0075657665729523,0.9106243414715758,2.3050266206264496,1.0,0.9838277697563172,0.5056340098381042,0.9222635626792908,0.7274882162042747,0.13437324537605536,0.9997603893280028,0.319703759828911,0.6530024659121788,0.6848872447944502,0.06665012624742318,-0.02048339694738388,0.41766828298568726,0.4646935164928436,0.37442782521247864,0.4237890601158142,2.5824111104011536,0.9906553963894887,0.9997590184211732,0.42217546701431274,0.20764864786559448,0.5440360903739929,1.6985112960407155e-08,0.0060043287338352545,0.01,False,1,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,ead1c0b8053ee2f38e5b959135e10f1f_4b7xy1nf,,0.0,0.0,2.0
6,0.011497854717153635,0.3031099736690521,0.7711039398759142,0.42447182536125183,1.3567086692271378e-18,"[0.40966796875, 0.3065429627895355, 0.34941405057907104, 0.49824219942092896, 0.47314453125]",0.5075871348381042,0.17047166575679798,2.1784034222364426,0.47979265451431274,0.950958182098653,0.4860802548610722,0.5844190120697021,0.5621313452720642,0.7720746994018555,0.4197998046875,2.9855439960956573,8.272716129505412e-06,2.035834774374962,0.6926864486391012,0.9234134782126628,0.704929530620575,0.32549577951431274,2.486069977283478,2.644569218158722,0.9996179938316344,0.999551236629486,0.0005813094440513146,1.5186012739379775e-05,2.7412642538547516,2.686352878808975,0.003712498060202589,0.470703125,-0.03844401240348816,0.4074023425579071,0.4232271611690521,3.0075657665729523,0.9368735426785614,2.3050266206264496,1.0,0.9838277697563172,0.5056340098381042,0.945010244846344,0.7666262606411002,0.13437324537605536,0.9997603893280028,0.32643326638766845,0.6437924521209771,0.792078561889025,0.06003615804742127,-0.02048339694738388,0.41766828298568726,0.4646935164928436,0.37442782521247864,0.4237890601158142,2.5824111104011536,0.9951421524027345,0.9997590184211732,0.42217546701431274,0.18595414475050304,0.5440360903739929,1.5299118674202192e-08,0.0060043287338352545,0.01,False,1,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,ead1c0b8053ee2f38e5b959135e10f1f_4b7xy1nf,,0.0,0.0,3.0
7,0.011497854717153635,0.3031099736690521,0.5245757011176823,0.42447182536125183,2.4174690602217108e-20,"[0.40966796875, 0.3065429627895355, 0.34941405057907104, 0.49824219942092896, 0.47314453125]",0.5075871348381042,0.12987258499489163,2.1784034222364426,0.47979265451431274,0.9067320818219026,0.4951017264425342,0.5844190120697021,0.5621313452720642,0.7720746994018555,0.4237890601158142,2.9855439960956573,1.9770017934420078e-05,2.035834774374962,0.19848648827587534,0.8578970577589159,0.704929530620575,0.32549577951431274,2.486069977283478,2.644569218158722,0.9996179938316344,0.999551236629486,0.0005813094440513146,5.846826150616602e-07,2.7412642538547516,2.686352878808975,0.003712498060202589,0.470703125,-0.02048339694738388,0.4074023425579071,0.4232271611690521,3.0075657665729523,0.9487894610919644,2.3050266206264496,1.0,0.9838277697563172,0.5056340098381042,0.9688221216201782,0.9043401092325497,0.13437324537605536,0.9997603893280028,0.7851463681548371,0.6327505250632182,0.7908564850249811,0.11043657064302473,-0.02048339694738388,0.41766828298568726,0.4646935164928436,0.37442782521247864,0.4237890601158142,2.5824111104011536,0.9775530135093077,0.9997590184211732,0.42217546701431274,0.45742848238049055,0.5440360903739929,1.1820526477694837e-08,0.0060043287338352545,0.01,False,1,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,ead1c0b8053ee2f38e5b959135e10f1f_4b7xy1nf,,0.0,0.0,4.0
8,0.009834264870733024,0.34359976649284363,0.5034782212695885,0.4328785240650177,1.0173897867259495e-18,"[0.49541014432907104, 0.3515625, 0.3487304747104645, 0.40937501192092896, 0.4637695252895355]",0.564528226852417,0.20803600392380966,2.551947683095932,0.42255109548568726,0.9220863362530903,0.4887582372653133,0.5382482409477234,0.7705479264259338,0.7825253009796143,0.386962890625,2.7436100244522095,7.5953811054543744e-06,1.8146680742502213,0.5999111028760971,0.8909271510280633,0.8005061745643616,0.33180588483810425,2.4329074323177338,2.449754297733307,0.9997902512550354,0.9996736645698548,0.0005213217781102416,8.352388904324364e-06,2.5097102224826813,2.447514921426773,0.002644993640613686,0.4278095066547394,0.07304686307907104,0.41376953125,0.4383263289928436,2.6189973950386047,0.8350876851450634,2.373609185218811,1.0,0.9997950792312622,0.4285607039928436,0.837356686592102,0.7069727560579451,0.008552456434938262,0.9998541474342346,0.440585407569184,0.6554198543297173,0.5791536456728834,0.08465671032906462,-0.03020019829273224,0.4634164571762085,0.41969650983810425,0.3485695421695709,0.4379296898841858,2.553155541419983,0.9767766963547884,0.9998623132705688,0.4892578125,0.25066145228756476,0.4657350480556488,4.0996171701455416e-08,0.005304542872726524,0.01,False,0,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,9e396a28937c906c5836d03821d6fa07_bnxylx3k,,-0.010664057731628429,-0.00048828125,1.0
9,0.009834264870733024,0.34359976649284363,0.7044779691839997,0.4328785240650177,1.1959306017189124e-18,"[0.49541014432907104, 0.3515625, 0.3487304747104645, 0.40937501192092896, 0.4637695252895355]",0.564528226852417,0.14396998370818984,2.551947683095932,0.42255109548568726,0.9337553314186574,0.48771170304097455,0.5382482409477234,0.7705479264259338,0.7825253009796143,0.3689778645833333,2.7436100244522095,1.0503996955947195e-05,1.8146680742502213,0.6219188518579528,0.9573233417635042,0.8005061745643616,0.33180588483810425,2.4329074323177338,2.449754297733307,0.9997902512550354,0.9996736645698548,0.0005213217781102416,1.1401110103680459e-05,2.5097102224826813,2.447514921426773,0.002644993640613686,0.4278095066547394,0.04438476264476776,0.41376953125,0.4383263289928436,2.6189973950386047,0.9012685884241555,2.373609185218811,1.0,0.9997950792312622,0.4285607039928436,0.9294626116752625,0.7783765958736363,0.008552456434938262,0.9998541474342346,0.39715644629506897,0.6479088064954792,0.6461179880999672,0.07268375048246323,-0.03020019829273224,0.4634164571762085,0.41969650983810425,0.3485695421695709,0.4379296898841858,2.553155541419983,0.9921923797440279,0.9998623132705688,0.4892578125,0.24354408437512912,0.4657350480556488,2.0604650353768527e-08,0.005304542872726524,0.01,False,0,False,resnet,sgd,True,cifar-100,True,5,False,0.9,-1,True,linear,False,128,False,task_data,False,50,False,,0,False,False,False,False,10,20,All samples,False,True,False,9e396a28937c906c5836d03821d6fa07_bnxylx3k,,-0.010664057731628429,-0.0478515625,2.0
