,model,dataset,n_classes_per_task,domain_inc,pretrained,task_idx,perf_metric,sim_metric,corr_value
40025,ssl_resnet50,cifar-100,2,False,True,3.0,all_cl_accs,trace_overlap,-0.9059887442803857
40026,ssl_resnet50,cifar-100,2,False,True,3.0,all_cl_accs,max_logit_ratio,0.9410411813931651
40027,ssl_resnet50,cifar-100,2,False,True,3.0,all_cl_accs,task2vec_all_layers,-0.889443373895379
40028,ssl_resnet50,cifar-100,2,False,True,3.0,all_cl_accs,max_prob_ratio,0.9613469592763032
40029,ssl_resnet50,cifar-100,2,False,True,3.0,all_cl_accs,kl_div,0.9947124178109262
40030,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,prototypes_sim,-0.7078289510474726
40031,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,entropy_ratio,0.999944852897914
40032,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,wass_dist,-0.9802927946412241
40033,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,subspace_overlap,0.37870957909325587
40034,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,task2vec_final_layer,-0.09794644937710309
40035,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,trace_overlap,0.5917394130968674
40036,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,max_logit_ratio,-0.9879507037733264
40037,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,task2vec_all_layers,0.9996665700072528
40038,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,max_prob_ratio,-0.9755576583037866
40039,ssl_resnet50,cifar-100,2,False,True,3.0,all_fgts,kl_div,-0.9219875821401597
40050,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,prototypes_sim,0.9222156500353621
40051,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,entropy_ratio,-0.3708562025567613
40052,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,wass_dist,0.8556021996224423
40053,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,subspace_overlap,0.7854438065355273
40054,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,task2vec_final_layer,-0.9154439356564985
40055,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,trace_overlap,-0.06209886508262605
40056,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,max_logit_ratio,0.26228201425064773
40057,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,task2vec_all_layers,-0.06067148348421899
40058,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,max_prob_ratio,0.4265511519514144
40059,ssl_resnet50,cifar-100,2,False,True,4.0,all_cl_accs,kl_div,0.7265615090881196
40060,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,prototypes_sim,-0.9089208527370086
40061,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,entropy_ratio,-0.4324437850488573
40062,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,wass_dist,-0.960208392064358
40063,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,subspace_overlap,-0.987267295419263
40064,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,task2vec_final_layer,0.9159427655340936
40065,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,trace_overlap,0.7766126868459814
40066,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,max_logit_ratio,0.532664597425753
40067,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,task2vec_all_layers,0.7757109744260935
40068,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,max_prob_ratio,0.3769081040064897
40069,ssl_resnet50,cifar-100,2,False,True,4.0,all_fgts,kl_div,0.013827417174688167
40680,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,prototypes_sim,-0.9924085181126712
40681,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,entropy_ratio,0.98597922832192
40682,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,wass_dist,-0.99961877617302
40683,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,subspace_overlap,0.9999625539927666
40684,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,task2vec_final_layer,-0.13445215200981658
40685,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,trace_overlap,0.9825657340775809
40686,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,max_logit_ratio,-0.999894938426262
40687,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,task2vec_all_layers,0.999999951355374
40688,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,max_prob_ratio,-0.9916657854194897
40689,ssl_resnet50,tiny,20,True,True,1.0,all_cl_accs,kl_div,-0.998212317120156
40690,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,prototypes_sim,0.8389823708574045
40691,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,entropy_ratio,-0.8140289056068599
40692,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,wass_dist,0.8871325012201026
40693,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,subspace_overlap,-0.8957225320599355
40694,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,task2vec_final_layer,0.5538234248763815
40695,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,trace_overlap,-0.802637567290438
40696,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,max_logit_ratio,0.8931099613456156
40697,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,task2vec_all_layers,-0.8994003463623147
40698,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,max_prob_ratio,0.8357578819316054
40699,ssl_resnet50,tiny,20,True,True,1.0,all_fgts,kl_div,0.9240377710548681
40700,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,prototypes_sim,0.23503465596591608
40701,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,entropy_ratio,-0.27790195226876063
40702,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,wass_dist,0.1410978783527736
40703,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,subspace_overlap,-0.12230403203114365
40704,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,task2vec_final_layer,-0.9692042890736513
40705,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,trace_overlap,-0.2964376773550864
40706,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,max_logit_ratio,0.12809976443658314
40707,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,task2vec_all_layers,-0.11402036748541876
40708,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,max_prob_ratio,0.2407641404762147
40709,ssl_resnet50,tiny,20,True,True,1.0,all_transfers,kl_div,0.054127229759235965
40710,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,prototypes_sim,-0.22701345279726293
40711,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,entropy_ratio,-0.966757571887072
40712,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,wass_dist,0.5845421567591472
40713,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,subspace_overlap,0.12626830882104664
40714,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,task2vec_final_layer,-0.9129984775607078
40715,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,trace_overlap,0.9192869267507549
40716,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,max_logit_ratio,-0.2703615108961185
40717,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,task2vec_all_layers,0.5767089999793098
40718,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,max_prob_ratio,0.9739992340813006
40719,ssl_resnet50,tiny,20,True,True,2.0,all_cl_accs,kl_div,0.8007371147502712
40720,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,prototypes_sim,0.9115241333781985
40721,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,entropy_ratio,0.7903606492242348
40722,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,wass_dist,-0.9995934595254506
40723,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,subspace_overlap,0.711309045332212
40724,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,task2vec_final_layer,0.23051742670041883
40725,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,trace_overlap,-0.24575623588881798
40726,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,max_logit_ratio,0.9290118957152075
40727,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,task2vec_all_layers,0.2986431409832003
40728,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,max_prob_ratio,-0.7716089210755797
40729,ssl_resnet50,tiny,20,True,True,2.0,all_fgts,kl_div,-0.9622366331362575
40730,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,prototypes_sim,-0.9793213677046821
40731,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,entropy_ratio,-0.637533999323683
40732,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,wass_dist,0.9817029471381841
40733,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,subspace_overlap,-0.8476091292229273
40734,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,task2vec_final_layer,-0.012504784942897947
40735,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,trace_overlap,0.028191755787880805
40736,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,max_logit_ratio,-0.9873926933294711
40737,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,task2vec_all_layers,-0.49980609074738425
40738,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,max_prob_ratio,0.6141136203217664
40739,ssl_resnet50,tiny,20,True,True,2.0,all_transfers,kl_div,0.879589429476915
40740,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,prototypes_sim,0.6977999450171543
40741,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,entropy_ratio,0.45335805729454154
40742,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,wass_dist,-0.46560299642886366
40743,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,subspace_overlap,0.6023729755084102
40744,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,task2vec_final_layer,-0.2825040075448232
40745,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,trace_overlap,0.5281039937608284
40746,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,max_logit_ratio,-0.35183037420781926
40747,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,task2vec_all_layers,0.021632050283578244
40748,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,max_prob_ratio,-0.2252395099178053
40749,ssl_resnet50,tiny,20,True,True,3.0,all_cl_accs,kl_div,-0.7807054465640083
40750,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,prototypes_sim,-0.9658141302417544
40751,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,entropy_ratio,0.06566778218802256
40752,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,wass_dist,0.8524010441349641
40753,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,subspace_overlap,-0.11000327970716572
40754,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,task2vec_final_layer,0.7329496063497697
40755,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,trace_overlap,-0.8878312333178653
40756,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,max_logit_ratio,-0.17580014009242506
40757,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,task2vec_all_layers,0.49219587782019
40758,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,max_prob_ratio,-0.30415895818969824
40759,ssl_resnet50,tiny,20,True,True,3.0,all_fgts,kl_div,0.990388528647578
40760,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,prototypes_sim,0.5222803739892433
40761,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,entropy_ratio,-0.9755520520388078
40762,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,wass_dist,-0.742991162375311
40763,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,subspace_overlap,-0.9220244666974612
40764,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,task2vec_final_layer,-0.8600873249935602
40765,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,trace_overlap,0.6928817469627878
40766,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,max_logit_ratio,0.9938929518083162
40767,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,task2vec_all_layers,-0.9742742562984978
40768,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,max_prob_ratio,0.9997631908989392
40769,ssl_resnet50,tiny,20,True,True,3.0,all_transfers,kl_div,-0.4132774647285661
40770,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,prototypes_sim,-0.5205566371772243
40771,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,entropy_ratio,-0.9462154964185452
40772,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,wass_dist,0.27421372996499915
40773,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,subspace_overlap,-0.5093916114894442
40774,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,task2vec_final_layer,0.9955254183696639
40775,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,trace_overlap,-0.43555134559776426
40776,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,max_logit_ratio,0.7975328089000691
40777,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,task2vec_all_layers,0.47902323412780223
40778,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,max_prob_ratio,0.9218294192231639
40779,ssl_resnet50,tiny,20,True,True,4.0,all_cl_accs,kl_div,0.26411893716870954
40780,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,prototypes_sim,0.7707116611217673
40781,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,entropy_ratio,0.7888137386531695
40782,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,wass_dist,0.054655285379597414
40783,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,subspace_overlap,0.20065171846606722
40784,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,task2vec_final_layer,-0.9718540459318685
40785,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,trace_overlap,0.11792113638452612
40786,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,max_logit_ratio,-0.9507507126421773
40787,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,task2vec_all_layers,-0.739277062622046
40788,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,max_prob_ratio,-0.7448564621562722
40789,ssl_resnet50,tiny,20,True,True,4.0,all_fgts,kl_div,0.06511811441373166
40790,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,prototypes_sim,-0.6216119434166028
40791,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,entropy_ratio,-0.8992425892803502
40792,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,wass_dist,0.15386226307138404
40793,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,subspace_overlap,-0.39969268117916357
40794,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,task2vec_final_layer,0.9995893083118764
40795,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,trace_overlap,-0.32153922345730135
40796,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,max_logit_ratio,0.8656716754625549
40797,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,task2vec_all_layers,0.5833423844707367
40798,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,max_prob_ratio,0.8671634368304666
40799,ssl_resnet50,tiny,20,True,True,4.0,all_transfers,kl_div,0.14349712326984815
40920,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,prototypes_sim,-0.934817133883747
40921,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,entropy_ratio,0.9955150110870747
40922,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,wass_dist,0.18209148760931734
40923,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,subspace_overlap,1.678381048099601e-15
40924,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,task2vec_final_layer,-0.889475850550643
40925,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,trace_overlap,0.6092567037054107
40926,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,max_logit_ratio,-0.9923464644070348
40927,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,task2vec_all_layers,0.3729245499176959
40928,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,max_prob_ratio,-0.9826965610465516
40929,ssl_resnet50,tiny,10,False,True,1.0,all_cl_accs,kl_div,0.4074563340655054
40930,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,prototypes_sim,-0.8509873697082506
40931,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,entropy_ratio,0.531240876420224
40932,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,wass_dist,-0.6690079936887294
40933,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,subspace_overlap,0.0
40934,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,task2vec_final_layer,-0.17923668527286746
40935,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,trace_overlap,0.9999999510275622
40936,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,max_logit_ratio,-0.7022910914509592
40937,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,task2vec_all_layers,0.9630604105952664
40938,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,max_prob_ratio,-0.45155859834338186
40939,ssl_resnet50,tiny,10,False,True,1.0,all_fgts,kl_div,-0.4761922949048441
40950,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,prototypes_sim,-0.9110198492497881
40951,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,entropy_ratio,0.7754377220557269
40952,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,wass_dist,0.555237272545351
40953,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,subspace_overlap,0.9421637556753014
40954,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,task2vec_final_layer,-0.76184235910511
40955,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,trace_overlap,0.7919859927055343
40956,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,max_logit_ratio,-0.9921590546608181
40957,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,task2vec_all_layers,-0.9039919064116501
40958,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,max_prob_ratio,-0.9999918469942999
40959,ssl_resnet50,tiny,10,False,True,2.0,all_cl_accs,kl_div,0.9920014466187737
40960,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,prototypes_sim,0.8015691706756684
40961,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,entropy_ratio,-0.8926738993597642
40962,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,wass_dist,-0.36423642845711124
40963,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,subspace_overlap,-0.9920810334338903
40964,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,task2vec_final_layer,0.8828930718733747
40965,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,trace_overlap,-0.9043654512655884
40966,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,max_logit_ratio,0.9423722801783432
40967,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,task2vec_all_layers,0.7914517755492131
40968,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,max_prob_ratio,0.9776546542499603
40969,ssl_resnet50,tiny,10,False,True,2.0,all_fgts,kl_div,-0.9960179609992755
40980,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,prototypes_sim,0.25987542472198555
40981,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,entropy_ratio,-0.517458084807777
40982,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,wass_dist,-0.9757031402524572
40983,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,subspace_overlap,-0.4932293100519733
40984,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,task2vec_final_layer,0.5058041869378972
40985,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,trace_overlap,-0.7102334960495277
40986,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,max_logit_ratio,0.9028549580178814
40987,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,task2vec_all_layers,0.591858254963799
40988,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,max_prob_ratio,0.7908598240280944
40989,ssl_resnet50,tiny,10,False,True,3.0,all_cl_accs,kl_div,-0.9762218451555752
40990,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,prototypes_sim,-0.905369439950654
40991,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,entropy_ratio,-0.31976175166696713
40992,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,wass_dist,0.7970105295811418
40993,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,subspace_overlap,0.982817876465308
40994,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,task2vec_final_layer,0.3325836109964342
40995,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,trace_overlap,-0.07944212257355458
40996,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,max_logit_ratio,-0.25418837416133
40997,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,task2vec_all_layers,0.23380902446363505
40998,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,max_prob_ratio,-0.04284379236333438
40999,ssl_resnet50,tiny,10,False,True,3.0,all_fgts,kl_div,0.4643778808177803
41010,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,prototypes_sim,-0.7747343744705512
41011,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,entropy_ratio,0.37099487866728054
41012,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,wass_dist,0.4279499912655545
41013,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,subspace_overlap,-0.269337664342077
41014,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,task2vec_final_layer,0.9495504733490949
41015,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,trace_overlap,-0.9496955356155294
41016,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,max_logit_ratio,-0.7458609850837543
41017,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,task2vec_all_layers,0.30417962107715335
41018,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,max_prob_ratio,-0.684699428649599
41019,ssl_resnet50,tiny,10,False,True,4.0,all_cl_accs,kl_div,0.6917782806186894
41020,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,prototypes_sim,-0.19838070080278022
41021,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,entropy_ratio,0.6487344402675458
41022,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,wass_dist,0.6002207230698119
41023,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,subspace_overlap,-0.7265552580976551
41024,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,task2vec_final_layer,-0.16504043297733584
41025,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,trace_overlap,0.1654969421456782
41026,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,max_logit_ratio,-0.24175482308553997
41027,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,task2vec_all_layers,-0.9846011338017673
41028,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,max_prob_ratio,-0.3257540565733782
41029,ssl_resnet50,tiny,10,False,True,4.0,all_fgts,kl_div,0.3165133653851686
41160,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,prototypes_sim,-0.47121380846743716
41161,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,entropy_ratio,0.9902948051523189
41162,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,wass_dist,-0.9819927145053761
41163,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,subspace_overlap,-0.22322637515258045
41164,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,task2vec_final_layer,-0.6619607260162784
41165,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,trace_overlap,0.940812240882494
41166,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,max_logit_ratio,-0.925692427568808
41167,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,task2vec_all_layers,0.9974704742498941
41168,ssl_resnet50,tiny,10,True,True,1.0,all_cl_accs,max_prob_ratio,-0.9413987876700683
41170,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,prototypes_sim,-0.9974148624207736
41171,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,entropy_ratio,0.6457618628899199
41172,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,wass_dist,-0.6835735586183633
41173,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,subspace_overlap,0.7054704001988573
41174,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,task2vec_final_layer,0.2809444942257823
41175,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,trace_overlap,0.7884986000032034
41176,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,max_logit_ratio,-0.8137183954646621
41177,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,task2vec_all_layers,0.47189997657729715
41178,ssl_resnet50,tiny,10,True,True,1.0,all_fgts,max_prob_ratio,-0.7874304666529641
41180,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,prototypes_sim,0.5435381562888068
41181,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,entropy_ratio,0.3579291986109727
41182,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,wass_dist,-0.3102179911088785
41183,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,subspace_overlap,-0.9609558323730419
41184,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,task2vec_final_layer,-0.9763431278726865
41185,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,trace_overlap,0.15902783630532455
41186,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,max_logit_ratio,-0.11727845942163835
41187,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,task2vec_all_layers,0.5451980364953938
41188,ssl_resnet50,tiny,10,True,True,1.0,all_transfers,max_prob_ratio,-0.16074029038963802
41190,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,prototypes_sim,-0.999719489836146
41191,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,entropy_ratio,-0.7925524087905929
41192,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,wass_dist,-0.04214141666981473
41193,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,subspace_overlap,-0.38173407512168783
41194,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,task2vec_final_layer,0.7813178816005826
41195,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,trace_overlap,0.46815247723416625
41196,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,max_logit_ratio,0.21246177151555082
41197,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,task2vec_all_layers,0.6846330506222721
41198,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,max_prob_ratio,0.603578713038301
41199,ssl_resnet50,tiny,10,True,True,2.0,all_cl_accs,kl_div,0.07324064837500534
41200,ssl_resnet50,tiny,10,True,True,2.0,all_fgts,prototypes_sim,-0.8983478490695969
41201,ssl_resnet50,tiny,10,True,True,2.0,all_fgts,entropy_ratio,-0.9748616544895669
41202,ssl_resnet50,tiny,10,True,True,2.0,all_fgts,wass_dist,0.3792282263773291
41203,ssl_resnet50,tiny,10,True,True,2.0,all_fgts,subspace_overlap,-0.7330448145686386
