,model,dataset,n_classes_per_task,domain_inc,pretrained,task_idx,perf_metric,sim_metric,corr_value
14816,dino_resnet50,tiny,4,True,True,2.0,all_transfers,max_logit_ratio,-0.0160104594733311
14817,dino_resnet50,tiny,4,True,True,2.0,all_transfers,task2vec_all_layers,0.9468611382971518
14818,dino_resnet50,tiny,4,True,True,2.0,all_transfers,max_prob_ratio,0.2528484809035938
14820,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,prototypes_sim,0.9877266437727305
14821,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,entropy_ratio,-0.14722680424007029
14822,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,wass_dist,-0.7051139121863657
14823,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,subspace_overlap,0.37091014818509055
14824,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,task2vec_final_layer,0.9857195360382064
14825,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,trace_overlap,0.7360351274537535
14826,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,max_logit_ratio,-0.24205173183299752
14827,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,task2vec_all_layers,0.6852364788878652
14828,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,max_prob_ratio,0.12235278651359233
14829,dino_resnet50,tiny,4,True,True,3.0,all_cl_accs,kl_div,-1.0
14830,dino_resnet50,tiny,4,True,True,3.0,all_fgts,prototypes_sim,-0.9938370079126425
14831,dino_resnet50,tiny,4,True,True,3.0,all_fgts,entropy_ratio,0.10183206822406916
14832,dino_resnet50,tiny,4,True,True,3.0,all_fgts,wass_dist,0.736809264803472
14833,dino_resnet50,tiny,4,True,True,3.0,all_fgts,subspace_overlap,-0.3280455054708519
14834,dino_resnet50,tiny,4,True,True,3.0,all_fgts,task2vec_final_layer,-0.992390151155554
14835,dino_resnet50,tiny,4,True,True,3.0,all_fgts,trace_overlap,-0.7662275748433591
14836,dino_resnet50,tiny,4,True,True,3.0,all_fgts,max_logit_ratio,0.2861773594536213
14837,dino_resnet50,tiny,4,True,True,3.0,all_fgts,task2vec_all_layers,-0.7178320418286763
14838,dino_resnet50,tiny,4,True,True,3.0,all_fgts,max_prob_ratio,-0.07682930603195759
14839,dino_resnet50,tiny,4,True,True,3.0,all_fgts,kl_div,1.0
14840,dino_resnet50,tiny,4,True,True,3.0,all_transfers,prototypes_sim,0.8967733680091791
14841,dino_resnet50,tiny,4,True,True,3.0,all_transfers,entropy_ratio,0.4506061515574855
14842,dino_resnet50,tiny,4,True,True,3.0,all_transfers,wass_dist,-0.9850720281581751
14843,dino_resnet50,tiny,4,True,True,3.0,all_transfers,subspace_overlap,-0.23305621690706868
14844,dino_resnet50,tiny,4,True,True,3.0,all_transfers,task2vec_final_layer,0.9021769103348513
14845,dino_resnet50,tiny,4,True,True,3.0,all_transfers,trace_overlap,0.9917688527875681
14846,dino_resnet50,tiny,4,True,True,3.0,all_transfers,max_logit_ratio,-0.7576390034256347
14847,dino_resnet50,tiny,4,True,True,3.0,all_transfers,task2vec_all_layers,0.979935275058052
14848,dino_resnet50,tiny,4,True,True,3.0,all_transfers,max_prob_ratio,-0.47287255417912927
14849,dino_resnet50,tiny,4,True,True,3.0,all_transfers,kl_div,-1.0
14850,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,prototypes_sim,-0.8821240043812739
14851,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,entropy_ratio,-0.4574283089008678
14852,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,wass_dist,-0.5424794662727563
14854,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,task2vec_final_layer,0.6152262710966087
14855,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,trace_overlap,-0.5964113765516379
14856,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,max_logit_ratio,-0.00830786683872423
14857,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,task2vec_all_layers,0.3717720777747065
14858,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,max_prob_ratio,0.5538573939786257
14859,dino_resnet50,tiny,4,True,True,4.0,all_cl_accs,kl_div,-0.2265610649841488
14860,dino_resnet50,tiny,4,True,True,4.0,all_fgts,prototypes_sim,0.23065557604058612
14861,dino_resnet50,tiny,4,True,True,4.0,all_fgts,entropy_ratio,-0.3639454047476235
14862,dino_resnet50,tiny,4,True,True,4.0,all_fgts,wass_dist,0.988799578940246
14864,dino_resnet50,tiny,4,True,True,4.0,all_fgts,task2vec_final_layer,0.18387616114817992
14865,dino_resnet50,tiny,4,True,True,4.0,all_fgts,trace_overlap,-0.2070694423048865
14866,dino_resnet50,tiny,4,True,True,4.0,all_fgts,max_logit_ratio,0.7551673177428282
14867,dino_resnet50,tiny,4,True,True,4.0,all_fgts,task2vec_all_layers,0.44992750902038925
14868,dino_resnet50,tiny,4,True,True,4.0,all_fgts,max_prob_ratio,0.2576712930547205
14869,dino_resnet50,tiny,4,True,True,4.0,all_fgts,kl_div,0.8801351599350784
14870,dino_resnet50,tiny,4,True,True,4.0,all_transfers,prototypes_sim,-0.07699689802881116
14871,dino_resnet50,tiny,4,True,True,4.0,all_transfers,entropy_ratio,-0.6305990721234507
14872,dino_resnet50,tiny,4,True,True,4.0,all_transfers,wass_dist,0.9872248305106947
14874,dino_resnet50,tiny,4,True,True,4.0,all_transfers,task2vec_final_layer,0.47481424942077965
14875,dino_resnet50,tiny,4,True,True,4.0,all_transfers,trace_overlap,-0.4954936651247036
14876,dino_resnet50,tiny,4,True,True,4.0,all_transfers,max_logit_ratio,0.9190777883032882
14877,dino_resnet50,tiny,4,True,True,4.0,all_transfers,task2vec_all_layers,0.7007931399419556
14878,dino_resnet50,tiny,4,True,True,4.0,all_transfers,max_prob_ratio,0.5399989736360513
14879,dino_resnet50,tiny,4,True,True,4.0,all_transfers,kl_div,0.982968438242006
15000,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,prototypes_sim,-0.5665361487179985
15001,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,entropy_ratio,0.02205276298586323
15002,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,wass_dist,0.9741193234150336
15003,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,subspace_overlap,0.7205767090939954
15004,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,task2vec_final_layer,0.42367005842998845
15005,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,trace_overlap,0.5370935658565031
15006,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,max_logit_ratio,0.8150364013994527
15007,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,task2vec_all_layers,-0.5602540037934313
15008,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,max_prob_ratio,0.5340222478350445
15009,dino_resnet50,tiny,2,False,True,1.0,all_cl_accs,kl_div,0.13018940107048452
15010,dino_resnet50,tiny,2,False,True,1.0,all_fgts,prototypes_sim,0.3520243432196337
15011,dino_resnet50,tiny,2,False,True,1.0,all_fgts,entropy_ratio,0.218726012400854
15012,dino_resnet50,tiny,2,False,True,1.0,all_fgts,wass_dist,-0.8913109038355239
15013,dino_resnet50,tiny,2,False,True,1.0,all_fgts,subspace_overlap,-0.8660250934025174
15014,dino_resnet50,tiny,2,False,True,1.0,all_fgts,task2vec_final_layer,-0.19369779035150445
15015,dino_resnet50,tiny,2,False,True,1.0,all_fgts,trace_overlap,-0.318763355015819
15016,dino_resnet50,tiny,2,False,True,1.0,all_fgts,max_logit_ratio,-0.9303459756187089
15017,dino_resnet50,tiny,2,False,True,1.0,all_fgts,task2vec_all_layers,0.3448971301656526
15018,dino_resnet50,tiny,2,False,True,1.0,all_fgts,max_prob_ratio,-0.721463910386509
15019,dino_resnet50,tiny,2,False,True,1.0,all_fgts,kl_div,0.1117691966210294
15030,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,prototypes_sim,-0.7246921493170337
15031,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,entropy_ratio,-0.9741757185848053
15032,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,wass_dist,-0.8322607973341067
15033,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,subspace_overlap,-0.9041946089439032
15034,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,task2vec_final_layer,-0.35631345332467984
15035,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,trace_overlap,0.8066559547116264
15036,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,max_logit_ratio,0.15464730690074766
15037,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,task2vec_all_layers,-0.9969656943183759
15038,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,max_prob_ratio,0.5296166103441273
15039,dino_resnet50,tiny,2,False,True,2.0,all_cl_accs,kl_div,-0.869810634879584
15040,dino_resnet50,tiny,2,False,True,2.0,all_fgts,prototypes_sim,-0.9970876304412942
15041,dino_resnet50,tiny,2,False,True,2.0,all_fgts,entropy_ratio,-0.8977704060936708
15042,dino_resnet50,tiny,2,False,True,2.0,all_fgts,wass_dist,-0.9953718050678042
15043,dino_resnet50,tiny,2,False,True,2.0,all_fgts,subspace_overlap,-0.9707252480209182
15044,dino_resnet50,tiny,2,False,True,2.0,all_fgts,task2vec_final_layer,-0.8665210476325093
15045,dino_resnet50,tiny,2,False,True,2.0,all_fgts,trace_overlap,0.9986718018478821
15046,dino_resnet50,tiny,2,False,True,2.0,all_fgts,max_logit_ratio,0.7440693214373276
15047,dino_resnet50,tiny,2,False,True,2.0,all_fgts,task2vec_all_layers,-0.7236007911575425
15048,dino_resnet50,tiny,2,False,True,2.0,all_fgts,max_prob_ratio,0.9464377712462938
15049,dino_resnet50,tiny,2,False,True,2.0,all_fgts,kl_div,-0.9859391561965376
15060,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,prototypes_sim,0.2743718968479961
15061,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,entropy_ratio,-0.9997341112633286
15062,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,wass_dist,0.9839062921875129
15063,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,subspace_overlap,0.4096440796923946
15064,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,task2vec_final_layer,-0.10118570316002119
15065,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,trace_overlap,-0.1914607483798109
15066,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,max_logit_ratio,0.9998466745120449
15067,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,task2vec_all_layers,-0.9544410220290556
15068,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,max_prob_ratio,0.9991439220902482
15069,dino_resnet50,tiny,2,False,True,3.0,all_cl_accs,kl_div,0.9993843750423469
15070,dino_resnet50,tiny,2,False,True,3.0,all_fgts,prototypes_sim,0.859082484526628
15071,dino_resnet50,tiny,2,False,True,3.0,all_fgts,entropy_ratio,-0.7435202215645792
15072,dino_resnet50,tiny,2,False,True,3.0,all_fgts,wass_dist,0.593667226957992
15073,dino_resnet50,tiny,2,False,True,3.0,all_fgts,subspace_overlap,-0.32732764827842087
15074,dino_resnet50,tiny,2,False,True,3.0,all_fgts,task2vec_final_layer,0.6085077336684245
15075,dino_resnet50,tiny,2,False,True,3.0,all_fgts,trace_overlap,-0.8123602269300582
15076,dino_resnet50,tiny,2,False,True,3.0,all_fgts,max_logit_ratio,0.7157844155700863
15077,dino_resnet50,tiny,2,False,True,3.0,all_fgts,task2vec_all_layers,-0.8993470571416218
15078,dino_resnet50,tiny,2,False,True,3.0,all_fgts,max_prob_ratio,0.755645825385196
15079,dino_resnet50,tiny,2,False,True,3.0,all_fgts,kl_div,0.7515109547752744
15090,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,prototypes_sim,0.1580778268556994
15091,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,entropy_ratio,0.0320125689048793
15092,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,wass_dist,-0.12093818869966136
15093,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,subspace_overlap,0.7559289701933606
15094,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,task2vec_final_layer,0.6009629899402101
15095,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,trace_overlap,0.6242080386176082
15096,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,max_logit_ratio,-0.062006201916078516
15097,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,task2vec_all_layers,-0.5255722951813736
15098,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,max_prob_ratio,-0.10495522603464122
15099,dino_resnet50,tiny,2,False,True,4.0,all_cl_accs,kl_div,-0.2933699216405389
15100,dino_resnet50,tiny,2,False,True,4.0,all_fgts,prototypes_sim,-0.03137153260814549
15101,dino_resnet50,tiny,2,False,True,4.0,all_fgts,entropy_ratio,0.22031600036042456
15102,dino_resnet50,tiny,2,False,True,4.0,all_fgts,wass_dist,0.06883095969335964
15103,dino_resnet50,tiny,2,False,True,4.0,all_fgts,subspace_overlap,0.8660228105593873
15104,dino_resnet50,tiny,2,False,True,4.0,all_fgts,task2vec_final_layer,0.43908950697069626
15105,dino_resnet50,tiny,2,False,True,4.0,all_fgts,trace_overlap,0.4653208332563805
15106,dino_resnet50,tiny,2,False,True,4.0,all_fgts,max_logit_ratio,-0.24950241348270763
15107,dino_resnet50,tiny,2,False,True,4.0,all_fgts,task2vec_all_layers,-0.6768743412876055
15108,dino_resnet50,tiny,2,False,True,4.0,all_fgts,max_prob_ratio,-0.29099746649721053
15109,dino_resnet50,tiny,2,False,True,4.0,all_fgts,kl_div,-0.10742190802468952
15240,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,prototypes_sim,-0.4117367753372974
15241,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,entropy_ratio,0.8535201617166895
15242,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,wass_dist,-0.7669030793225563
15243,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,subspace_overlap,-2.4476073706842695e-08
15244,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,task2vec_final_layer,-0.2800657788350692
15245,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,trace_overlap,0.49908194638571496
15246,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,max_logit_ratio,-0.7260241297809941
15247,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,task2vec_all_layers,0.6060498389855381
15248,dino_resnet50,tiny,2,True,True,1.0,all_cl_accs,max_prob_ratio,-0.6153906148025005
15250,dino_resnet50,tiny,2,True,True,1.0,all_fgts,prototypes_sim,-0.5833430040865216
15251,dino_resnet50,tiny,2,True,True,1.0,all_fgts,entropy_ratio,0.024490958095957183
15252,dino_resnet50,tiny,2,True,True,1.0,all_fgts,wass_dist,-0.17233146673077193
15253,dino_resnet50,tiny,2,True,True,1.0,all_fgts,subspace_overlap,-0.8660253915464013
15254,dino_resnet50,tiny,2,True,True,1.0,all_fgts,task2vec_final_layer,-0.6913348809730003
15255,dino_resnet50,tiny,2,True,True,1.0,all_fgts,trace_overlap,0.5009174920761305
15256,dino_resnet50,tiny,2,True,True,1.0,all_fgts,max_logit_ratio,-0.2325269533373707
15257,dino_resnet50,tiny,2,True,True,1.0,all_fgts,task2vec_all_layers,0.3858347864700653
15258,dino_resnet50,tiny,2,True,True,1.0,all_fgts,max_prob_ratio,-0.3749252265777317
15260,dino_resnet50,tiny,2,True,True,1.0,all_transfers,prototypes_sim,0.41173795135381636
15261,dino_resnet50,tiny,2,True,True,1.0,all_transfers,entropy_ratio,-0.8535208341325661
15262,dino_resnet50,tiny,2,True,True,1.0,all_transfers,wass_dist,0.7669039075033072
15263,dino_resnet50,tiny,2,True,True,1.0,all_transfers,subspace_overlap,1.3149547568610265e-06
15264,dino_resnet50,tiny,2,True,True,1.0,all_transfers,task2vec_final_layer,0.28006701766961034
15265,dino_resnet50,tiny,2,True,True,1.0,all_transfers,trace_overlap,-0.4990830646557887
15266,dino_resnet50,tiny,2,True,True,1.0,all_transfers,max_logit_ratio,0.7260250172028655
15267,dino_resnet50,tiny,2,True,True,1.0,all_transfers,task2vec_all_layers,-0.6060508654661994
15268,dino_resnet50,tiny,2,True,True,1.0,all_transfers,max_prob_ratio,0.6153916319860613
15270,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,prototypes_sim,-0.9007903665783104
15271,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,entropy_ratio,-0.7367739988007325
15272,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,wass_dist,0.3287189067485279
15273,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,subspace_overlap,0.8660262641029214
15274,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,task2vec_final_layer,0.3983738110076158
15275,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,trace_overlap,0.8818551795432995
15276,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,max_logit_ratio,-0.9764047357796798
15277,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,task2vec_all_layers,0.5365449200445447
15278,dino_resnet50,tiny,2,True,True,2.0,all_cl_accs,max_prob_ratio,0.6187214403543996
15280,dino_resnet50,tiny,2,True,True,2.0,all_fgts,prototypes_sim,0.43425575599361754
15281,dino_resnet50,tiny,2,True,True,2.0,all_fgts,entropy_ratio,0.6761403619108035
15282,dino_resnet50,tiny,2,True,True,2.0,all_fgts,wass_dist,-0.9444283713936203
15283,dino_resnet50,tiny,2,True,True,2.0,all_fgts,subspace_overlap,-0.5
15284,dino_resnet50,tiny,2,True,True,2.0,all_fgts,task2vec_final_layer,0.9172224644358951
15285,dino_resnet50,tiny,2,True,True,2.0,all_fgts,trace_overlap,0.4715188346046038
15286,dino_resnet50,tiny,2,True,True,2.0,all_fgts,max_logit_ratio,0.21595026639130757
15287,dino_resnet50,tiny,2,True,True,2.0,all_fgts,task2vec_all_layers,0.8438708376568328
15288,dino_resnet50,tiny,2,True,True,2.0,all_fgts,max_prob_ratio,-0.7856115146568696
15290,dino_resnet50,tiny,2,True,True,2.0,all_transfers,prototypes_sim,0.11548050448133551
15291,dino_resnet50,tiny,2,True,True,2.0,all_transfers,entropy_ratio,0.3977270683358298
15292,dino_resnet50,tiny,2,True,True,2.0,all_transfers,wass_dist,-0.7848029416676151
15293,dino_resnet50,tiny,2,True,True,2.0,all_transfers,subspace_overlap,-0.18898223650461296
15294,dino_resnet50,tiny,2,True,True,2.0,all_transfers,task2vec_final_layer,0.997092718942301
15295,dino_resnet50,tiny,2,True,True,2.0,all_transfers,trace_overlap,0.734198550313821
15296,dino_resnet50,tiny,2,True,True,2.0,all_transfers,max_logit_ratio,-0.1155495289802301
15297,dino_resnet50,tiny,2,True,True,2.0,all_transfers,task2vec_all_layers,0.9730090170885032
15298,dino_resnet50,tiny,2,True,True,2.0,all_transfers,max_prob_ratio,-0.539809416746427
15300,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,prototypes_sim,-0.23677012622926213
15301,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,entropy_ratio,0.6572696175622067
15302,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,wass_dist,-0.8525002258272188
15303,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,subspace_overlap,-0.9933992799180316
15304,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,task2vec_final_layer,-0.8801510954184839
15305,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,trace_overlap,0.551362673941591
15306,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,max_logit_ratio,-0.8018177318796107
15307,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,task2vec_all_layers,-0.9101337290577329
15308,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,max_prob_ratio,-0.7328280953598628
15309,dino_resnet50,tiny,2,True,True,3.0,all_cl_accs,kl_div,-0.9770728431032167
15310,dino_resnet50,tiny,2,True,True,3.0,all_fgts,prototypes_sim,0.12376101116719211
15311,dino_resnet50,tiny,2,True,True,3.0,all_fgts,entropy_ratio,-0.566480914320504
15312,dino_resnet50,tiny,2,True,True,3.0,all_fgts,wass_dist,0.7869121989782241
15313,dino_resnet50,tiny,2,True,True,3.0,all_fgts,subspace_overlap,0.9999999999999908
15314,dino_resnet50,tiny,2,True,True,3.0,all_fgts,task2vec_final_layer,0.8198903418833111
15315,dino_resnet50,tiny,2,True,True,3.0,all_fgts,trace_overlap,-0.45202641463252424
15316,dino_resnet50,tiny,2,True,True,3.0,all_fgts,max_logit_ratio,0.727979298668642
15317,dino_resnet50,tiny,2,True,True,3.0,all_fgts,task2vec_all_layers,0.8566010194306538
15318,dino_resnet50,tiny,2,True,True,3.0,all_fgts,max_prob_ratio,0.6499420511201405
15319,dino_resnet50,tiny,2,True,True,3.0,all_fgts,kl_div,0.9462015263547077
15320,dino_resnet50,tiny,2,True,True,3.0,all_transfers,prototypes_sim,-0.8816253283172851
15321,dino_resnet50,tiny,2,True,True,3.0,all_transfers,entropy_ratio,0.5655871076268599
15322,dino_resnet50,tiny,2,True,True,3.0,all_transfers,wass_dist,-0.29321250447140684
15323,dino_resnet50,tiny,2,True,True,3.0,all_transfers,subspace_overlap,0.3592106817534131
15324,dino_resnet50,tiny,2,True,True,3.0,all_transfers,task2vec_final_layer,-0.23979505986182728
15325,dino_resnet50,tiny,2,True,True,3.0,all_transfers,trace_overlap,0.6700962244708896
15326,dino_resnet50,tiny,2,True,True,3.0,all_transfers,max_logit_ratio,-0.37834175742781784
15327,dino_resnet50,tiny,2,True,True,3.0,all_transfers,task2vec_all_layers,-0.17384071341493645
15328,dino_resnet50,tiny,2,True,True,3.0,all_transfers,max_prob_ratio,-0.47579354265837565
15329,dino_resnet50,tiny,2,True,True,3.0,all_transfers,kl_div,0.03790463375960855
15330,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,prototypes_sim,-0.13879430985047383
15331,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,entropy_ratio,-0.975560283953279
15332,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,wass_dist,-0.5015203684067812
15333,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,subspace_overlap,-0.7345528742126455
15334,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,task2vec_final_layer,0.5859540179485097
15335,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,trace_overlap,-0.9988214328186549
15336,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,max_logit_ratio,0.6134666849624355
15337,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,task2vec_all_layers,-0.5529648896298136
15338,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,max_prob_ratio,0.7522179981729581
15339,dino_resnet50,tiny,2,True,True,4.0,all_cl_accs,kl_div,0.952036332105787
15340,dino_resnet50,tiny,2,True,True,4.0,all_fgts,prototypes_sim,-0.19661732564490988
15341,dino_resnet50,tiny,2,True,True,4.0,all_fgts,entropy_ratio,0.9933245075746251
15342,dino_resnet50,tiny,2,True,True,4.0,all_fgts,wass_dist,0.1870955979590135
15343,dino_resnet50,tiny,2,True,True,4.0,all_fgts,subspace_overlap,0.9176627650948604
15344,dino_resnet50,tiny,2,True,True,4.0,all_fgts,task2vec_final_layer,-0.8210268569655983
15345,dino_resnet50,tiny,2,True,True,4.0,all_fgts,trace_overlap,0.9586445669377589
15346,dino_resnet50,tiny,2,True,True,4.0,all_fgts,max_logit_ratio,-0.8401682825998922
15347,dino_resnet50,tiny,2,True,True,4.0,all_fgts,task2vec_all_layers,0.7974571382413391
15348,dino_resnet50,tiny,2,True,True,4.0,all_fgts,max_prob_ratio,-0.9278374105152621
15349,dino_resnet50,tiny,2,True,True,4.0,all_fgts,kl_div,-0.7972180742764398
15350,dino_resnet50,tiny,2,True,True,4.0,all_transfers,prototypes_sim,-0.9044746283870098
15351,dino_resnet50,tiny,2,True,True,4.0,all_transfers,entropy_ratio,0.4994344227546786
15352,dino_resnet50,tiny,2,True,True,4.0,all_transfers,wass_dist,-0.6772621099655601
15353,dino_resnet50,tiny,2,True,True,4.0,all_transfers,subspace_overlap,0.8660241013033767
15354,dino_resnet50,tiny,2,True,True,4.0,all_transfers,task2vec_final_layer,-0.9477621925489624
15355,dino_resnet50,tiny,2,True,True,4.0,all_transfers,trace_overlap,0.3428613795556538
15356,dino_resnet50,tiny,2,True,True,4.0,all_transfers,max_logit_ratio,-0.9362357058324697
15357,dino_resnet50,tiny,2,True,True,4.0,all_transfers,task2vec_all_layers,0.9597986457212369
15358,dino_resnet50,tiny,2,True,True,4.0,all_transfers,max_prob_ratio,-0.8525163370777178
15359,dino_resnet50,tiny,2,True,True,4.0,all_transfers,kl_div,0.009566616011005138
15480,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,prototypes_sim,0.33773048120736665
15481,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,entropy_ratio,-0.11864201713135639
15482,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,wass_dist,0.9003717583529766
15483,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,subspace_overlap,0.3402835817219524
15485,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,trace_overlap,0.4500203717701133
15486,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,max_logit_ratio,-0.28656696039604057
15488,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,max_prob_ratio,0.7016479802941104
15489,dino_vitb16,cifar-100,20,False,True,1.0,all_cl_accs,kl_div,0.9243189454568108
15490,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,prototypes_sim,0.6345402312076897
15491,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,entropy_ratio,-0.7913389971244398
15492,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,wass_dist,-0.835505088716322
15493,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,subspace_overlap,0.6324404267582703
15495,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,trace_overlap,0.5355256175697457
15496,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,max_logit_ratio,-0.6752300748442276
15498,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,max_prob_ratio,-0.9716155204065291
15499,dino_vitb16,cifar-100,20,False,True,1.0,all_fgts,kl_div,-0.8018753869366237
15510,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,prototypes_sim,-0.6971793799820869
15511,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,entropy_ratio,-0.9655070790727016
15512,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,wass_dist,0.8803558490695166
15513,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,subspace_overlap,-0.49662435913689507
15515,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,trace_overlap,0.8610126637457415
15516,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,max_logit_ratio,0.5908957386908832
15518,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,max_prob_ratio,0.867576493325168
15519,dino_vitb16,cifar-100,20,False,True,2.0,all_cl_accs,kl_div,0.7580153785090122
15520,dino_vitb16,cifar-100,20,False,True,2.0,all_fgts,prototypes_sim,-0.8220882118629366
15521,dino_vitb16,cifar-100,20,False,True,2.0,all_fgts,entropy_ratio,-0.4160894644802327
15522,dino_vitb16,cifar-100,20,False,True,2.0,all_fgts,wass_dist,0.6130477562281282
15523,dino_vitb16,cifar-100,20,False,True,2.0,all_fgts,subspace_overlap,-0.9380015288058867
